OBJECTID,EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE,GEOLOC_COD,SOURCE,Land_Use_R,Vol_Cleanu,Laserfiche,Update Date,x,y
49296,NONCD0001886,HYDE COUNTY COURTHOUSE,30 OYSTER CREEK RD,SWAN QUARTER,HYDE,35.40588,-76.32893,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001885*%22%7D,7/2/2026 12:00:00 AM,-76.32893,35.40588
49297,NONCD0001888,"HYDROLABS, INC. (ALLIED COLLOIDS)",2028 KINGSLEY DRIVE,ALBEMARLE,STANLY,35.352164,-80.220142,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001886*%22%7D,7/2/2026 12:00:00 AM,-80.220142,35.3521640000001
49298,NONCD0001890,CHRISTIAN CREEK RD PCE,124 CHRISTIAN CREEK RD,SWANNANOA,BUNCOMBE,35.58982,-82.43241,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001888*%22%7D,7/2/2026 12:00:00 AM,-82.4324099999999,35.58982
49299,NONCD0001892,ICI/DUPONT,HWY 53 EAST (CEDAR CREEK),FAYETTEVILLE,CUMBERLAND,34.982741,-78.787129,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001890*%22%7D,7/2/2026 12:00:00 AM,-78.7871289999999,34.982741
49300,NONCD0001893,INDUSTRIAL & TEXTILE SUPPLY,1300 S. MINT STREET,CHARLOTTE,MECKLENBURG,35.22108,-80.85815,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001892*%22%7D,7/2/2026 12:00:00 AM,-80.85815,35.22108
49301,NONCD0001894,INDUSTRIAL DRIVE,1100 INDUSTRIAL DR,MATTHEWS,MECKLENBURG,35.126484,-80.726782,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001893*%22%7D,7/2/2026 12:00:00 AM,-80.726782,35.1264840000001
49302,NONCD0001895,INDUSTRIAL DYNAMICS CORP. (IDC),536 JETTON ST,DAVIDSON,MECKLENBURG,35.50034,-80.86075,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001894*%22%7D,7/2/2026 12:00:00 AM,-80.8607499999999,35.5003400000001
49303,NONCD0001896,INDUSTRIAL ELECTRIC/HALE,HWY 97 W.,ROCKY MOUNT,NASH,35.918333,-77.825555,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001895*%22%7D,7/2/2026 12:00:00 AM,-77.825555,35.9183330000001
49304,NONCD0001897,INDUSTRIAL ELECTRICAL SALES & SERV,2051 ANDREW JACKSON HWY,LELAND,BRUNSWICK,34.2575,-78.074166,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001896*%22%7D,7/2/2026 12:00:00 AM,-78.0741659999999,34.2575000000001
49305,NONCD0001899,INESCO SITE,800 WHITFIELD RD.,FAYETTEVILLE,CUMBERLAND,35.03879,-78.89614,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001897*%22%7D,7/2/2026 12:00:00 AM,-78.8961399999999,35.0387900000001
49306,NONCD0001901,CROWN FORD FAYETTEVILLE,256 SWAIN ST,FAYETTEVILLE,CUMBERLAND,35.0842,-78.95052,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001899*%22%7D,7/2/2026 12:00:00 AM,-78.95052,35.0842000000001
49307,NONCD0001903,REGAL MANUFACTURING,212 12TH AVE,HICKORY,CATAWBA,35.74872,-81.33338,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001901*%22%7D,7/2/2026 12:00:00 AM,-81.33338,35.74872
49308,NONCD0001904,BAZEMORE GROCERY,730 MT OLIVE RD,REPUBLICAN,BERTIE,36.08223,-77.0598,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001903*%22%7D,7/2/2026 12:00:00 AM,-77.0597999999999,36.08223
49309,NONCD0001907,INTERNATIONAL RESISTIVE CORP.,736 GREENWAY RD.,BOONE,WATAUGA,36.197892,-81.667041,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001904*%22%7D,7/2/2026 12:00:00 AM,-81.667041,36.197892
49310,NONCD0001908,INTERPANE GLASS COMPANY,520 EAST RAILROAD ST,CLINTON,SAMPSON,34.993457,-78.304947,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001907*%22%7D,7/2/2026 12:00:00 AM,-78.304947,34.993457
49311,NONCD0001909,INTERSTATE N. BUS. PRK,2200 & 2233 INTERSTATE N. DRIV,CHARLOTTE,MECKLENBURG,35.2737,-80.82698,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001908*%22%7D,7/2/2026 12:00:00 AM,-80.8269799999999,35.2737000000001
49312,NONCD0001910,ALLEN BRADLEY CO,5925 SUMMIT AVE,GREENSBORO,GUILFORD,36.17602,-79.71627,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001909*%22%7D,7/2/2026 12:00:00 AM,-79.71627,36.1760200000001
49313,NONCD0001912,J&G BROKERS - SOLVENTS,750 18TH STREET NE,HICKORY,CATAWBA,35.73655,-81.30248,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,UNKNOWN,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001910*%22%7D,7/2/2026 12:00:00 AM,-81.3024799999999,35.7365500000001
49314,NONCD0001915,JACKSONLEA-TOLUENE AST,1701 HIGHWAY 70 EAST,CONOVER,CATAWBA,35.70373,-81.18802,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001912*%22%7D,7/2/2026 12:00:00 AM,-81.1880199999999,35.7037300000001
49315,NONCD0001917,JAMGOTCH WELL,4640 RANDOLPH ROAD,CHARLOTTE,MECKLENBURG,35.17565,-80.79846,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001915*%22%7D,7/2/2026 12:00:00 AM,-80.79846,35.1756500000001
49316,NONCD0001918,JANTZEN WELL- G.L.WILSON,WILSON PARK ROAD,STATESVILLE,IREDELL,35.81479,-80.83776,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001917*%22%7D,7/2/2026 12:00:00 AM,-80.8377599999999,35.8147900000001
49317,NONCD0001922,ALKALI SCREEN PRINTING,6420 AMSTERDAM WAY,WILMINGTON,NEW HANOVER,34.26036,-77.84536,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001918*%22%7D,7/2/2026 12:00:00 AM,-77.84536,34.26036
49318,NONCD0001923,JENKINS FOODS #2,2119 NEW HOUSE ROAD,SHELBY,CLEVELAND,35.390401,-81.691228,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001922*%22%7D,7/2/2026 12:00:00 AM,-81.691228,35.3904010000001
49319,NONCD0001924,JENKINS METAL CORPORATION,936 / 1001 NORTH MARIETTA STRE,GASTONIA,GASTON,35.277826,-81.182031,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001923*%22%7D,7/2/2026 12:00:00 AM,-81.1820309999999,35.2778260000001
49320,NONCD0001927,TENNECO ALBEMARLE & LAWYERS RD CT/PCE,7008 ALBEMARLE RD,CHARLOTTE,MECKLENBURG,35.20273,-80.72416,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001924*%22%7D,7/2/2026 12:00:00 AM,-80.72416,35.20273
49321,NONCD0001928,JIMMYS QUICKIE MART,6883 OLD HIGHWAY 86,PROVIDENCE,CASWELL,36.502774,-79.371047,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001927*%22%7D,7/2/2026 12:00:00 AM,-79.371047,36.502774
49322,NONCD0001930,PANTRY 141,771 BLOWING ROCK RD,BOONE,WATAUGA,36.20791,-81.6722,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,TERRASERVER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001928*%22%7D,7/2/2026 12:00:00 AM,-81.6722,36.20791
49323,NONCD0001931,JOHN BOYLE FACILITY,STATESVILLE,STATESVILLE,IREDELL,35.765507,-80.845345,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001930*%22%7D,7/2/2026 12:00:00 AM,-80.845345,35.7655070000001
49324,NONCD0001932,JOHN PLUMIDES,4642 SHARON VIEW ROAD,CHARLOTTE,MECKLENBURG,35.138109,-80.804188,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001931*%22%7D,7/2/2026 12:00:00 AM,-80.804188,35.138109
49325,NONCD0001933,JOHNSON CONCRETE/PIEDMONT BLOCK,106 OLD DAVIDSON PLACE NW,CONCORD,CABARRUS,35.43299,-80.60772,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001932*%22%7D,7/2/2026 12:00:00 AM,-80.60772,35.4329900000001
49326,NONCD0001934,BRP US INC (FRMR),3750 AIRPORT RD,ANDREWS,CHEROKEE,35.185892,-83.896689,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001933*%22%7D,7/2/2026 12:00:00 AM,-83.896689,35.185892
49327,NONCD0001936,JOHNSON WELL,135 DILLON STREET,CHINA GROVE,ROWAN,35.555634,-80.597988,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001934*%22%7D,7/2/2026 12:00:00 AM,-80.597988,35.5556340000001
49328,NONCD0001937,PATRICIAN FURNITURE-RAVINE,1105-1107 W MARKET CENTER DR,HIGH POINT,GUILFORD,35.93023,-80.01601,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,UNKNOWN,TRUE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001936*%22%7D,7/2/2026 12:00:00 AM,-80.0160099999999,35.9302300000001
49329,NONCD0001938,JONES ELECTRIC REPAIR CO,4251 GOLF ACRES DR,CHARLOTTE,MECKLENBURG,35.223333,-80.915277,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001937*%22%7D,7/2/2026 12:00:00 AM,-80.9152769999999,35.223333
49330,NONCD0001939,PETRO EXPRESS NO. 56,225 CLEVELAND AVE,KINGS MOUNTAIN,CLEVELAND,35.2453,-81.3313,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001938*%22%7D,7/2/2026 12:00:00 AM,-81.3312999999999,35.2453
49331,NONCD0001942,JR HEATH PROPERTY,2146 OLD STAGE HWY (HWY87),RIEGELWOOD,COLUMBUS,34.32936,-78.21864,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001939*%22%7D,7/2/2026 12:00:00 AM,-78.2186399999999,34.3293600000001
49332,NONCD0001943,ELECTROLUX/WHITE CONSOLIDATED,MERRIMAN AVE,CHARLOTTE,MECKLENBURG,35.220666,-80.864237,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001942*%22%7D,7/2/2026 12:00:00 AM,-80.8642369999999,35.2206660000001
49333,NONCD0001945,COMAR INDUSTRIES/MELVILLE KNITWARE,915 CURTIS ST,MONROE,UNION,34.9811,-80.53414,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001943*%22%7D,7/2/2026 12:00:00 AM,-80.53414,34.9811
49334,NONCD0001946,KAISER FLUID TECHNOLOGIES,530 EAST SUGAR CREEK ROAD,CHARLOTTE,MECKLENBURG,35.252689,-80.792515,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001945*%22%7D,7/2/2026 12:00:00 AM,-80.792515,35.252689
49335,NONCD0001947,KAYSER-ROTH,3707 W. 5TH ST,LUMBERTON,ROBESON,34.6132,-79.06838,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001946*%22%7D,7/2/2026 12:00:00 AM,-79.0683799999999,34.6132000000001
49336,NONCD0001948,KAYSER-ROTH - ASHEBORO,515 W. BALFOUR AVE.,ASHEBORO,RANDOLPH,35.746667,-79.81695,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001947*%22%7D,7/2/2026 12:00:00 AM,-79.81695,35.7466670000001
49337,NONCD0001949,KAYSER-ROTH - GRAHAM-C,219 W. HARDEN ST.,GRAHAM,ALAMANCE,36.071027,-79.403805,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001948*%22%7D,7/2/2026 12:00:00 AM,-79.403805,36.0710270000001
49338,NONCD0001950,KEN DUNCAN HEATING & COOLING #2,5002 HICKORY GROVE RD,MT. HOLLY,GASTON,35.326891,-81.084863,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001949*%22%7D,7/2/2026 12:00:00 AM,-81.084863,35.326891
49339,NONCD0001951,KERN POLYMERIC,465 AIRPORT ROAD,SALISBURY,ROWAN,35.63598,-80.52398,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001950*%22%7D,7/2/2026 12:00:00 AM,-80.5239799999999,35.6359800000001
49340,NONCD0001952,KERR FACILITY - AHOSKIE,228 JOHNNY MITCHELL RD,AHOSKIE,HERTFORD,36.26834,-77.0027,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001951*%22%7D,7/2/2026 12:00:00 AM,-77.0026999999999,36.2683400000001
49341,NONCD0001953,KEYSTONE POWDERED METAL COMPANY,100 COMMERCE DRIVE,CHERRYVILLE,GASTON,35.39357,-81.34223,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001952*%22%7D,7/2/2026 12:00:00 AM,-81.34223,35.3935700000001
49342,NONCD0001954,KFC - UNIVERSITY PARK SHOPPING CENTER,2121 BEATTIES FORD ROAD,CHARLOTTE,MECKLENBURG,35.26392,-80.85491,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001953*%22%7D,7/2/2026 12:00:00 AM,-80.85491,35.26392
49343,NONCD0001955,KIKER HOSIERY,BROWNS HILL RD,LOCUST,STANLY,35.24401,-80.45801,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001954*%22%7D,7/2/2026 12:00:00 AM,-80.4580099999999,35.2440100000001
49344,NONCD0001956,KILDARE DRIVE SITE,KILDARE DRIVE,CHARLOTTE,MECKLENBURG,35.24848,-80.75411,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001955*%22%7D,7/2/2026 12:00:00 AM,-80.75411,35.24848
49345,NONCD0001958,BELTON STREET SOLVENTS,BELTON ST & GREYSTONE RD,CHARLOTTE,MECKLENBURG,35.19669,-80.86852,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001956*%22%7D,7/2/2026 12:00:00 AM,-80.86852,35.19669
49346,NONCD0001959,KINGS MOUNTAIN SMARTWAY,U.S. 74 AND N.C. 161,KINGS MOUNTAIN,CLEVELAND,35.241272,-81.332726,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001958*%22%7D,7/2/2026 12:00:00 AM,-81.332726,35.241272
49347,NONCD0001961,"KIRSCHNER, GEORGE PROPERTY",6806 MILLHOUSE ROAD,CHAPEL HILL,ORANGE,35.97936,-79.07688,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001959*%22%7D,7/2/2026 12:00:00 AM,-79.07688,35.97936
49348,NONCD0001962,KITTY DRIVE,4126 KITTY DRIVE,CHARLOTTE,MECKLENBURG,35.307434,-80.8579,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001961*%22%7D,7/2/2026 12:00:00 AM,-80.8579,35.3074340000001
49349,NONCD0001964,"KLUTTZ FOUNDRY, FORMER",711 EAST FRANKLIN BLVD,GASTONIA,GASTON,35.26222,-81.17138,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001962*%22%7D,7/2/2026 12:00:00 AM,-81.1713799999999,35.2622200000001
49350,NONCD0001966,28TH STREET TCE CONTAMINATION,2500 BLOCK OF STOKES AVE,WINSTON-SALEM,FORSYTH,36.12275,-80.23817,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001964*%22%7D,7/2/2026 12:00:00 AM,-80.23817,36.1227500000001
49351,NONCD0001967,"AMERICAN DISTILLATION, INC",1690 NE ROYSTER RD,LELAND,BRUNSWICK,34.27005,-78.00383,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001966*%22%7D,7/2/2026 12:00:00 AM,-78.0038299999999,34.27005
49352,NONCD0001968,MEREDITH-WEBB PRINTING COMPANY,334 N MAIN STREET,BURLINGTON,ALAMANCE,36.09734,-79.43243,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001967*%22%7D,7/2/2026 12:00:00 AM,-79.43243,36.09734
49353,NONCD0001973,KYSOR-MICH. FLEET DIVISION,5019 HOVIS ROAD,CHARLOTTE,MECKLENBURG,35.269036,-80.899176,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0001968*%22%7D,7/2/2026 12:00:00 AM,-80.899176,35.269036
